date,Foreign_Investor,Investment_Trust,Dealer_self
2024-02-01,0,0,0
2024-02-01,0,0,0
2024-02-01,0,0,0
2024-02-01,0,0,0
2024-02-01,0,0,0
2024-03-06,0,0,0
2024-03-06,0,0,0
2024-03-06,0,0,0
2024-03-06,0,0,0
2024-03-06,0,0,0
2024-03-07,0,0,0
2024-03-07,0,0,0
2024-03-07,0,0,0
2024-03-07,0,0,0
2024-03-07,0,0,0
2024-04-30,0,0,0
2024-04-30,0,0,0
2024-04-30,0,0,0
2024-04-30,0,0,0
2024-04-30,0,0,0
2024-05-16,0,0,0
2024-05-16,0,0,0
2024-05-16,0,0,0
2024-05-16,0,0,0
2024-05-16,0,0,0
2024-08-05,0,0,0
2024-08-05,0,0,0
2024-08-05,0,0,0
2024-08-05,0,0,0
2024-08-05,0,0,0
2024-08-15,0,0,0
2024-08-15,0,0,0
2024-08-15,0,0,0
2024-08-15,0,0,0
2024-08-15,0,0,0
2024-08-26,0,0,0
2024-08-26,0,0,0
2024-08-26,0,0,0
2024-08-26,0,0,0
2024-08-26,0,0,0
2024-08-30,0,0,0
2024-08-30,0,0,0
2024-08-30,0,0,0
2024-08-30,0,0,0
2024-08-30,0,0,0
2024-09-02,0,0,0
2024-09-02,0,0,0
2024-09-02,0,0,0
2024-09-02,0,0,0
2024-09-02,0,0,0
2024-09-03,0,0,0
2024-09-03,0,0,0
2024-09-03,0,0,0
2024-09-03,0,0,0
2024-09-03,0,0,0
2024-09-24,0,0,0
2024-09-24,0,0,0
2024-09-24,0,0,0
2024-09-24,0,0,0
2024-09-24,0,0,0
2024-10-01,0,0,0
2024-10-01,0,0,0
2024-10-01,0,0,0
2024-10-01,0,0,0
2024-10-01,0,0,0
2024-10-08,0,0,0
2024-10-08,0,0,0
2024-10-08,0,0,0
2024-10-08,0,0,0
2024-10-08,0,0,0
2024-10-25,0,0,0
2024-10-25,0,0,0
2024-10-25,0,0,0
2024-10-25,0,0,0
2024-10-25,0,0,0
2024-11-26,0,0,0
2024-11-26,0,0,0
2024-11-26,0,0,0
2024-11-26,0,0,0
2024-11-26,0,0,0
2024-11-27,0,0,0
2024-11-27,0,0,0
2024-11-27,0,0,0
2024-11-27,0,0,0
2024-11-27,0,0,0
2024-11-29,0,0,0
2024-11-29,0,0,0
2024-11-29,0,0,0
2024-11-29,0,0,0
2024-11-29,0,0,0
2024-12-19,0,0,0
2024-12-19,0,0,0
2024-12-19,0,0,0
2024-12-19,0,0,0
2024-12-19,0,0,0
2024-12-31,0,0,0
2024-12-31,0,0,0
2024-12-31,0,0,0
2024-12-31,0,0,0
2024-12-31,0,0,0
2025-01-13,0,0,0
2025-01-13,0,0,0
2025-01-13,0,0,0
2025-01-13,0,0,0
2025-01-13,0,0,0
2025-03-03,0,0,0
2025-03-03,0,0,0
2025-03-03,0,0,0
2025-03-03,0,0,0
2025-03-03,0,0,0
2025-03-20,0,0,0
2025-03-20,0,0,0
2025-03-20,0,0,0
2025-03-20,0,0,0
2025-03-20,0,0,0
