date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,volume,high,low,MA5,MA20,Volume_avg
2023-09-19,8438,15000,390400,25.85,26.3,25.8,26.2,0.4,15,15000,26.3,25.8,26.2,26.2,15000.0
2023-09-20,8438,16040,417424,26.0,26.2,26.0,26.05,-0.15,8,16040,26.2,26.0,26.125,26.125,15520.0
2023-09-21,8438,16400,426698,25.8,26.6,25.7,26.45,0.4,22,16400,26.6,25.7,26.233333333333334,26.233333333333334,15813.333333333334
2023-09-22,8438,12200,319492,26.05,26.4,25.85,26.4,-0.05,14,12200,26.4,25.85,26.275,26.275,14910.0
2023-09-25,8438,1010,26664,26.4,26.4,26.4,26.4,0.0,2,1010,26.4,26.4,26.3,26.3,12130.0
2023-09-26,8438,8021,209859,25.85,26.4,25.85,26.1,-0.3,10,8021,26.4,25.85,26.28,26.266666666666666,11445.166666666666
2023-09-27,8438,4000,104600,26.1,26.3,26.1,26.1,0.0,4,4000,26.3,26.1,26.29,26.24285714285714,10381.57142857143
2023-09-28,8438,12000,310200,25.95,25.95,25.8,25.8,-0.3,8,12000,25.95,25.8,26.160000000000004,26.1875,10583.875
2023-10-02,8438,10000,258850,25.8,26.25,25.75,25.9,0.1,9,10000,26.25,25.75,26.060000000000002,26.155555555555555,10519.0
2023-10-03,8438,7846,202142,25.9,25.9,25.7,25.7,-0.2,9,7846,25.9,25.7,25.919999999999998,26.110000000000003,10251.7
2023-10-04,8438,6104,158704,25.7,26.3,25.7,25.95,0.25,9,6104,26.3,25.7,25.889999999999997,26.095454545454547,9874.636363636364
2023-10-05,8438,2000,50750,25.3,25.45,25.3,25.45,-0.5,2,2000,25.45,25.3,25.759999999999998,26.041666666666668,9218.416666666666
2023-10-06,8438,1146,29330,25.6,25.6,25.6,25.6,0.15,3,1146,25.6,25.6,25.72,26.00769230769231,8597.461538461539
2023-10-11,8438,31220,786770,25.6,25.9,25.0,25.05,-0.55,34,31220,25.9,25.0,25.55,25.939285714285713,10213.357142857143
2023-10-12,8438,13000,334350,25.85,25.85,25.65,25.75,0.7,13,13000,25.85,25.65,25.560000000000002,25.926666666666666,10399.133333333333
2023-10-13,8438,12547,323945,26.15,26.15,25.7,25.85,0.1,21,12547,26.15,25.7,25.54,25.921875,10533.375
2023-10-16,8438,13000,327500,25.65,25.65,25.0,25.15,-0.7,11,13000,25.65,25.0,25.48,25.876470588235293,10678.470588235294
2023-10-17,8438,13000,325750,25.2,25.4,24.9,24.9,-0.25,11,13000,25.4,24.9,25.34,25.822222222222223,10807.444444444445
2023-10-18,8438,15000,371950,24.9,25.1,24.55,25.05,0.15,13,15000,25.1,24.55,25.34,25.781578947368423,11028.105263157895
2023-10-19,8438,32074,785050,25.05,25.05,24.1,24.3,-0.75,28,32074,25.05,24.1,25.05,25.7075,12080.4
2023-10-20,8438,25000,609450,24.3,24.5,24.3,24.35,0.05,12,25000,24.5,24.3,24.75,25.615,12580.4
2023-10-23,8438,5011,124119,24.8,24.8,24.65,24.65,0.3,5,5011,24.8,24.65,24.65,25.544999999999998,12028.95
2023-10-24,8438,15012,368388,24.7,24.7,24.4,24.5,-0.15,10,15012,24.7,24.4,24.57,25.447499999999998,11959.55
2023-10-25,8438,26000,640050,24.5,24.7,24.5,24.7,0.2,14,26000,24.7,24.5,24.5,25.3625,12649.55
2023-10-26,8438,10000,245600,24.7,24.7,24.45,24.55,-0.15,6,10000,24.7,24.45,24.55,25.27,13099.05
2023-10-27,8438,7000,172450,24.7,24.7,24.6,24.6,0.05,7,7000,24.7,24.6,24.6,25.195,13048.0
2023-10-30,8438,4255,104320,24.6,24.6,24.5,24.5,-0.1,7,4255,24.6,24.5,24.57,25.115000000000002,13060.75
2023-10-31,8438,7001,171674,24.5,24.55,24.5,24.5,0.0,7,7001,24.55,24.5,24.57,25.05,12810.8
2023-11-01,8438,5500,134549,24.65,24.65,24.45,24.55,0.05,8,5500,24.65,24.45,24.54,24.9825,12585.8
