date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,volume,high,low,MA5,MA20,Volume_avg
2023-09-19,020018,11000,212300,19.3,19.3,19.3,19.3,0.03,4,11000,19.3,19.3,19.3,19.3,11000.0
2023-09-20,020018,1000,19320,19.32,19.32,19.32,19.32,0.02,1,1000,19.32,19.32,19.310000000000002,19.310000000000002,6000.0
2023-09-22,020018,1000,18840,18.84,18.84,18.84,18.84,0.0,1,1000,18.84,18.84,19.153333333333332,19.153333333333332,4333.333333333333
2023-09-25,020018,7000,133520,19.06,19.12,19.06,19.12,0.28,4,7000,19.12,19.06,19.145,19.145,5000.0
2023-09-27,020018,2000,38020,19.01,19.01,19.01,19.01,0.0,1,2000,19.01,19.01,19.118000000000002,19.118000000000002,4400.0
2023-10-02,020018,6000,115000,19.15,19.17,19.15,19.17,0.0,2,6000,19.17,19.15,19.092000000000002,19.12666666666667,4666.666666666667
2023-10-06,020018,1000,18850,18.85,18.85,18.85,18.85,0.0,1,1000,18.85,18.85,18.998,19.087142857142858,4142.857142857143
2023-10-11,020018,2000,37810,18.96,18.96,18.85,18.85,0.0,2,2000,18.96,18.85,19.0,19.0575,3875.0
2023-10-18,020018,20000,367400,18.37,18.37,18.37,18.37,0.0,1,20000,18.37,18.37,18.85,18.98111111111111,5666.666666666667
2023-10-20,020018,144000,2609220,18.39,18.39,18.08,18.3,0.0,11,144000,18.39,18.08,18.708000000000002,18.913,19500.0
2023-10-23,020018,18000,328170,18.24,18.24,18.23,18.23,-0.07,3,18000,18.24,18.23,18.520000000000003,18.85090909090909,19363.636363636364
2023-10-24,020018,2000,36580,18.29,18.29,18.29,18.29,0.06,1,2000,18.29,18.29,18.407999999999998,18.804166666666667,17916.666666666668
2023-10-25,020018,12000,221040,18.42,18.42,18.42,18.42,0.13,2,12000,18.42,18.42,18.322,18.774615384615387,17461.53846153846
2023-10-26,020018,150000,2732200,18.23,18.23,18.2,18.22,-0.2,6,150000,18.23,18.2,18.291999999999998,18.735000000000003,26928.571428571428
2023-10-27,020018,3000,54780,18.26,18.26,18.26,18.26,0.04,1,3000,18.26,18.26,18.284,18.703333333333333,25333.333333333332
2023-10-30,020018,1000,18310,18.31,18.31,18.31,18.31,0.05,1,1000,18.31,18.31,18.3,18.67875,23812.5
2023-10-31,020018,17000,307190,18.07,18.07,18.07,18.07,-0.24,1,17000,18.07,18.07,18.256,18.64294117647059,23411.764705882353
2023-11-01,020018,1000,18120,18.12,18.12,18.12,18.12,0.05,1,1000,18.12,18.12,18.196,18.61388888888889,22166.666666666668
2023-11-07,020018,2000,37160,18.58,18.58,18.58,18.58,0.0,1,2000,18.58,18.58,18.268,18.612105263157893,21105.263157894737
2023-11-08,020018,20000,370000,18.5,18.5,18.5,18.5,-0.08,1,20000,18.5,18.5,18.316,18.6065,21050.0
2023-11-09,020018,3000,55240,18.41,18.42,18.41,18.42,-0.08,2,3000,18.42,18.41,18.338,18.5625,20650.0
2023-11-10,020018,2000,36970,18.6,18.6,18.37,18.37,-0.05,2,2000,18.6,18.37,18.398000000000003,18.515,20700.0
2023-11-16,020018,5000,93810,18.72,18.8,18.72,18.8,0.0,4,5000,18.8,18.72,18.534,18.513,20900.0
2023-11-17,020018,1000,18820,18.82,18.82,18.82,18.82,0.02,1,1000,18.82,18.82,18.582,18.498,20600.0
2023-11-20,020018,1000,18840,18.84,18.84,18.84,18.84,0.02,1,1000,18.84,18.84,18.65,18.4895,20550.0
2023-11-21,020018,7000,132140,18.88,18.89,18.87,18.87,0.03,5,7000,18.89,18.87,18.740000000000002,18.4745,20600.0
2023-11-22,020018,1000,18800,18.8,18.8,18.8,18.8,-0.07,1,1000,18.8,18.8,18.826,18.472,20600.0
2023-11-23,020018,6000,113300,18.88,18.9,18.87,18.9,0.1,4,6000,18.9,18.87,18.846,18.4745,20800.0
2023-11-24,020018,2000,37820,18.91,18.91,18.91,18.91,0.01,1,2000,18.91,18.91,18.863999999999997,18.5015,19900.0
2023-11-27,020018,4000,75600,18.92,18.92,18.88,18.88,-0.03,2,4000,18.92,18.88,18.872,18.5305,12900.0
2023-11-28,020018,3000,57070,19.02,19.03,19.02,19.03,0.15,2,3000,19.03,19.02,18.904,18.570500000000003,12150.0
2023-11-29,020018,14000,266760,19.05,19.08,19.05,19.08,0.05,2,14000,19.08,19.05,18.96,18.61,12750.0
2023-11-30,020018,1000,19150,19.15,19.15,19.15,19.15,0.07,1,1000,19.15,19.15,19.009999999999998,18.6465,12200.0
2023-12-01,020018,20000,385950,19.3,19.31,19.29,19.31,0.16,7,20000,19.31,19.29,19.089999999999996,18.701,5700.0
2023-12-04,020018,1000,19540,19.54,19.54,19.54,19.54,0.23,1,1000,19.54,19.54,19.222,18.765,5600.0
2023-12-05,020018,2000,38740,19.37,19.37,19.37,19.37,-0.17,1,2000,19.37,19.37,19.29,18.818,5650.0
2023-12-06,020018,5000,97070,19.41,19.42,19.41,19.42,0.05,4,5000,19.42,19.41,19.358,18.8855,5050.0
2023-12-07,020018,2000,38710,19.42,19.42,19.29,19.29,-0.13,2,2000,19.42,19.29,19.386,18.944,5100.0
2023-12-08,020018,8000,154480,19.38,19.38,19.29,19.29,0.0,8,8000,19.38,19.29,19.382,18.9795,5400.0
2023-12-11,020018,36000,697130,19.38,19.38,19.34,19.34,0.05,7,36000,19.38,19.34,19.342000000000002,19.0215,6200.0
2023-12-12,020018,14000,272570,19.44,19.48,19.44,19.48,0.14,7,14000,19.48,19.44,19.363999999999997,19.0745,6750.0
2023-12-13,020018,2000,39060,19.51,19.55,19.51,19.55,0.07,2,2000,19.55,19.51,19.389999999999997,19.1335,6750.0
2023-12-14,020018,50000,978870,19.61,19.61,19.53,19.56,0.01,23,50000,19.61,19.53,19.444,19.1715,9000.0
2023-12-15,020018,51000,1007550,19.8,19.8,19.72,19.74,0.18,6,51000,19.8,19.72,19.534,19.217499999999998,11500.0
2023-12-18,020018,23000,456350,19.74,19.88,19.74,19.88,0.14,5,23000,19.88,19.74,19.642,19.2695,12600.0
2023-12-19,020018,2000,39390,19.67,19.72,19.67,19.72,-0.16,2,2000,19.72,19.67,19.69,19.312,12350.0
2023-12-20,020018,1000,19750,19.75,19.75,19.75,19.75,0.03,1,1000,19.75,19.75,19.73,19.3595,12350.0
2023-12-21,020018,21000,420040,19.93,20.02,19.93,20.02,0.27,4,21000,20.02,19.93,19.822,19.4155,13100.0
2023-12-22,020018,1000,20010,20.01,20.01,20.01,20.01,-0.01,1,1000,20.01,20.01,19.876,19.470499999999998,13050.0
2023-12-26,020018,4000,78880,19.69,19.75,19.69,19.75,0.0,2,4000,19.75,19.69,19.85,19.514,13050.0
2023-12-27,020018,100000,1991000,19.91,19.91,19.91,19.91,0.16,1,100000,19.91,19.91,19.887999999999998,19.558,17900.0
2023-12-28,020018,2000,39710,19.87,19.87,19.84,19.84,-0.07,2,2000,19.87,19.84,19.906,19.595999999999997,17300.0
2023-12-29,020018,8000,158580,19.82,19.83,19.8,19.83,-0.01,4,8000,19.83,19.8,19.868000000000002,19.630000000000003,17650.0
2024-01-02,020018,3000,59940,19.98,19.98,19.98,19.98,0.15,1,3000,19.98,19.98,19.862000000000002,19.6635,16800.0
2024-01-03,020018,4000,79320,19.83,19.83,19.83,19.83,-0.15,1,4000,19.83,19.83,19.877999999999997,19.678,16950.0
2024-01-04,020018,17000,341040,19.98,20.15,19.98,20.11,0.28,5,17000,20.15,19.98,19.918,19.714999999999996,17700.0
2024-01-05,020018,2000,40290,20.13,20.16,20.13,20.16,0.05,2,2000,20.16,20.13,19.982,19.752000000000002,17550.0
2024-01-09,020018,1000,19790,19.79,19.79,19.79,19.79,0.0,1,1000,19.79,19.79,19.973999999999997,19.777,17500.0
2024-01-10,020018,12000,235790,19.72,19.72,19.59,19.67,-0.12,12,12000,19.72,19.59,19.912,19.796,17700.0
2024-01-11,020018,31000,610500,19.66,19.7,19.66,19.7,0.03,5,31000,19.7,19.66,19.886,19.814,17450.0
2024-01-17,020018,2000,39260,19.63,19.63,19.63,19.63,0.0,1,2000,19.63,19.63,19.79,19.8215,16850.0
2024-01-18,020018,11000,213790,19.6,19.6,19.33,19.33,-0.3,10,11000,19.6,19.33,19.624,19.810499999999998,17300.0
2024-01-19,020018,9000,175410,19.49,19.49,19.49,19.49,0.16,1,9000,19.49,19.49,19.564,19.807,15250.0
2024-01-25,020018,3000,59100,19.72,19.72,19.69,19.69,0.0,3,3000,19.72,19.69,19.568,19.8045,12850.0
2024-01-29,020018,1000,19840,19.84,19.84,19.84,19.84,0.0,1,1000,19.84,19.84,19.595999999999997,19.802500000000002,11750.0
2024-01-30,020018,10000,198850,19.95,19.95,19.84,19.84,0.0,4,10000,19.95,19.84,19.637999999999998,19.808500000000002,12150.0
2024-01-31,020018,1000,19740,19.74,19.74,19.74,19.74,-0.1,1,1000,19.74,19.74,19.72,19.808,12150.0
2024-02-02,020018,6000,118230,19.71,19.72,19.7,19.7,0.0,3,6000,19.72,19.7,19.761999999999997,19.792,11400.0
2024-02-15,020018,6000,117990,19.61,19.74,19.61,19.74,0.0,5,6000,19.74,19.61,19.772,19.7785,11650.0
2024-02-16,020018,43000,856770,19.93,19.94,19.9,19.93,0.19,7,43000,19.94,19.9,19.79,19.7875,13600.0
2024-02-19,020018,4000,80020,19.99,20.06,19.97,20.06,0.13,4,4000,20.06,19.97,19.834,19.794999999999998,8800.0
2024-02-20,020018,8000,161120,20.14,20.14,20.14,20.14,0.08,3,8000,20.14,20.14,19.914,19.81,9100.0
2024-02-21,020018,25000,504470,20.14,20.19,20.14,20.18,0.04,3,25000,20.19,20.14,20.009999999999998,19.827499999999997,9950.0
2024-02-22,020018,8000,162080,20.19,20.32,20.19,20.32,0.14,5,8000,20.32,20.19,20.126,19.8445,10200.0
2024-02-23,020018,1000,20320,20.32,20.32,20.32,20.32,0.0,1,1000,20.32,20.32,20.204,19.869,10050.0
2024-02-26,020018,3000,61180,20.37,20.41,20.37,20.41,0.09,3,3000,20.41,20.37,20.274,19.884,9350.0
