date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,volume,high,low,MA5,MA20,Volume_avg
2023-09-19,9103,234090,1386725,5.96,5.96,5.9,5.92,-0.04,133,234090,5.96,5.9,5.92,5.92,234090.0
2023-09-20,9103,277205,1657438,5.95,6.0,5.95,5.98,0.06,140,277205,6.0,5.95,5.95,5.95,255647.5
2023-09-21,9103,5631276,34825614,6.03,6.26,6.03,6.12,0.14,901,5631276,6.26,6.03,6.006666666666667,6.006666666666667,2047523.6666666667
2023-09-22,9103,8926656,56255756,6.12,6.44,6.12,6.3,0.18,1306,8926656,6.44,6.12,6.08,6.08,3767306.75
2023-09-25,9103,3626725,23231155,6.34,6.49,6.25,6.31,0.01,724,3626725,6.49,6.25,6.1259999999999994,6.1259999999999994,3739190.4
2023-09-26,9103,3664179,22923032,6.27,6.32,6.16,6.19,-0.12,495,3664179,6.32,6.16,6.180000000000001,6.136666666666667,3726688.5
2023-09-27,9103,2336866,14594208,6.22,6.29,6.19,6.22,0.03,288,2336866,6.29,6.19,6.228,6.148571428571429,3528142.4285714286
2023-09-28,9103,2388771,15057534,6.29,6.43,6.22,6.23,0.01,503,2388771,6.43,6.22,6.25,6.15875,3385721.0
2023-10-02,9103,363000,2248760,6.19,6.22,6.17,6.19,-0.04,104,363000,6.22,6.17,6.228,6.162222222222223,3049863.111111111
2023-10-03,9103,141300,866845,6.19,6.19,6.12,6.14,-0.05,70,141300,6.19,6.12,6.194000000000001,6.16,2759006.8
2023-10-04,9103,176698,1082235,6.14,6.18,6.1,6.1,-0.04,96,176698,6.18,6.1,6.176,6.154545454545455,2524251.4545454546
2023-10-05,9103,126191,769175,6.08,6.18,6.07,6.09,-0.01,55,126191,6.18,6.07,6.15,6.149166666666667,2324413.0833333335
2023-10-06,9103,223220,1347738,6.09,6.09,6.02,6.08,-0.01,87,223220,6.09,6.02,6.12,6.143846153846154,2162782.846153846
2023-10-11,9103,290070,1748185,6.06,6.1,6.0,6.08,0.0,139,290070,6.1,6.0,6.098,6.139285714285714,2029017.642857143
2023-10-12,9103,98220,599825,6.05,6.17,6.03,6.15,0.07,44,98220,6.17,6.03,6.1,6.14,1900297.8
2023-10-13,9103,193100,1184943,6.15,6.18,6.13,6.13,-0.02,54,193100,6.18,6.13,6.106,6.139375,1793597.9375
2023-10-16,9103,97080,586164,6.12,6.12,6.01,6.08,-0.05,41,97080,6.12,6.01,6.104000000000001,6.135882352941176,1693802.7647058824
2023-10-17,9103,178100,1083647,6.1,6.1,6.05,6.09,0.01,57,178100,6.1,6.05,6.106,6.133333333333334,1609597.0555555555
2023-10-18,9103,611407,3728020,6.14,6.17,6.01,6.02,-0.07,225,611407,6.17,6.01,6.093999999999999,6.127368421052632,1557060.7368421052
2023-10-19,9103,835598,4956093,6.03,6.07,5.83,5.9,-0.12,370,835598,6.07,5.83,6.044,6.116,1520987.6
2023-10-20,9103,217454,1284582,5.89,5.96,5.85,5.92,0.02,124,217454,5.96,5.85,6.002,6.116,1520155.8
2023-10-23,9103,252066,1486115,5.92,5.94,5.86,5.9,-0.02,122,252066,5.94,5.86,5.966,6.112,1518898.85
2023-10-24,9103,266460,1562371,5.87,5.9,5.83,5.89,-0.01,144,266460,5.9,5.83,5.926,6.1005,1250658.05
2023-10-25,9103,285252,1683987,5.9,5.94,5.88,5.91,0.02,118,285252,5.94,5.88,5.904,6.081,818587.85
2023-10-26,9103,116630,688416,5.88,5.92,5.88,5.9,-0.01,73,116630,5.92,5.88,5.904,6.0605,643083.1
2023-10-27,9103,204499,1205878,5.92,5.92,5.88,5.9,0.0,87,204499,5.92,5.88,5.9,6.046,470099.1
2023-10-30,9103,508022,3002319,5.9,5.94,5.88,5.93,0.03,124,508022,5.94,5.88,5.906000000000001,6.031499999999999,378656.9
2023-10-31,9103,435069,2566509,5.94,5.96,5.87,5.87,-0.06,157,435069,5.96,5.87,5.901999999999999,6.0135000000000005,280971.8
2023-11-01,9103,195271,1149421,5.87,5.92,5.87,5.89,0.02,84,195271,5.92,5.87,5.898,5.998500000000001,272585.35
2023-11-02,9103,366615,2167870,5.89,5.95,5.89,5.91,0.02,122,366615,5.95,5.89,5.9,5.987,283851.1
2023-11-03,9103,411700,2441059,5.92,5.95,5.91,5.93,0.02,141,411700,5.95,5.91,5.906,5.9784999999999995,295601.2
2023-11-06,9103,1794311,10664982,5.96,5.97,5.9,5.94,0.01,293,1794311,5.97,5.9,5.9079999999999995,5.970999999999999,379007.2
2023-11-07,9103,319000,1881290,5.85,5.94,5.85,5.89,-0.05,54,319000,5.94,5.85,5.912000000000001,5.961499999999999,383796.2
2023-11-08,9103,130023,765653,5.94,5.94,5.88,5.89,0.0,38,130023,5.94,5.88,5.912000000000001,5.952,375793.85
2023-11-09,9103,61700,363113,5.89,5.89,5.88,5.88,-0.01,32,61700,5.89,5.88,5.906000000000001,5.9385,373967.85
2023-11-10,9103,72250,424552,5.88,5.88,5.87,5.88,0.0,29,72250,5.88,5.87,5.896,5.926,367925.35
2023-11-13,9103,83200,488114,5.94,5.94,5.86,5.87,-0.01,41,83200,5.94,5.86,5.882,5.9155,367231.35
2023-11-14,9103,88796,518899,5.85,5.87,5.83,5.84,-0.03,44,88796,5.87,5.83,5.872,5.903,362766.15
2023-11-15,9103,152512,888723,5.84,5.84,5.82,5.83,-0.01,61,152512,5.84,5.82,5.859999999999999,5.8935,339821.4
2023-11-16,9103,186100,1087693,5.84,5.87,5.83,5.84,0.01,46,186100,5.87,5.83,5.851999999999999,5.890499999999999,307346.5
2023-11-17,9103,402888,2311777,5.84,5.84,5.7,5.71,-0.13,106,402888,5.84,5.7,5.818,5.880000000000001,316618.2
2023-11-20,9103,475470,2688720,5.69,5.69,5.63,5.64,-0.07,124,475470,5.69,5.63,5.772,5.867,327788.4
2023-11-21,9103,1166747,6738788,5.87,5.87,5.7,5.76,0.12,341,1166747,5.87,5.7,5.755999999999999,5.8605,372802.75
2023-11-22,9103,620200,3568159,5.77,5.82,5.73,5.73,-0.03,198,620200,5.82,5.73,5.736,5.8515,389550.15
2023-11-23,9103,237300,1368560,5.75,5.79,5.73,5.78,0.05,115,237300,5.79,5.73,5.724,5.8454999999999995,395583.65
2023-11-24,9103,1645769,9773568,5.8,6.03,5.79,5.97,0.19,552,1645769,6.03,5.79,5.776,5.849,467647.15
