date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,volume,high,low,MA5,MA20,Volume_avg
2023-09-21,020002,2000,24200,12.1,12.1,12.1,12.1,0.0,1,2000,12.1,12.1,12.1,12.1,2000.0
2023-09-26,020002,1000,12100,12.1,12.1,12.1,12.1,0.0,1,1000,12.1,12.1,12.1,12.1,1500.0
2023-09-28,020002,1000,12030,12.03,12.03,12.03,12.03,0.0,1,1000,12.03,12.03,12.076666666666666,12.076666666666666,1333.3333333333333
2023-10-02,020002,1000,12120,12.12,12.12,12.12,12.12,0.09,1,1000,12.12,12.12,12.087499999999999,12.087499999999999,1250.0
2023-10-05,020002,3000,36060,12.02,12.02,12.02,12.02,0.0,1,3000,12.02,12.02,12.074,12.074,1600.0
2023-10-11,020002,1000,12250,12.25,12.25,12.25,12.25,0.0,1,1000,12.25,12.25,12.104,12.103333333333333,1500.0
2023-10-12,020002,2000,24700,12.35,12.35,12.35,12.35,0.1,1,2000,12.35,12.35,12.154,12.138571428571428,1571.4285714285713
2023-10-13,020002,1000,12180,12.18,12.18,12.18,12.18,-0.17,1,1000,12.18,12.18,12.184000000000001,12.143749999999999,1500.0
2023-10-16,020002,2000,24080,12.04,12.04,12.04,12.04,-0.14,1,2000,12.04,12.04,12.168,12.132222222222222,1555.5555555555557
2023-10-18,020002,1000,11930,11.93,11.93,11.93,11.93,0.0,1,1000,11.93,11.93,12.15,12.111999999999998,1500.0
2023-10-20,020002,3000,34710,11.57,11.57,11.57,11.57,0.0,1,3000,11.57,11.57,12.014,12.062727272727273,1636.3636363636363
2023-10-30,020002,2000,23740,11.87,11.87,11.87,11.87,0.0,1,2000,11.87,11.87,11.918,12.046666666666667,1666.6666666666667
2023-11-03,020002,1000,11940,11.94,11.94,11.94,11.94,0.0,1,1000,11.94,11.94,11.87,12.038461538461538,1615.3846153846155
2023-11-06,020002,2000,24360,12.18,12.18,12.18,12.18,0.24,1,2000,12.18,12.18,11.898,12.04857142857143,1642.857142857143
2023-11-08,020002,1000,12200,12.2,12.2,12.2,12.2,0.0,1,1000,12.2,12.2,11.952,12.058666666666666,1600.0
2023-11-10,020002,1000,11950,11.95,11.95,11.95,11.95,0.0,1,1000,11.95,11.95,12.027999999999999,12.051874999999999,1562.5
2023-11-15,020002,2000,24300,12.15,12.15,12.15,12.15,0.0,1,2000,12.15,12.15,12.084,12.057647058823528,1588.235294117647
2023-11-16,020002,2000,24290,12.23,12.23,12.06,12.06,-0.09,2,2000,12.23,12.06,12.108,12.057777777777778,1611.111111111111
2023-11-20,020002,1000,11980,11.98,11.98,11.98,11.98,0.0,1,1000,11.98,11.98,12.068000000000001,12.053684210526315,1578.9473684210527
2023-11-21,020002,1000,12100,12.1,12.1,12.1,12.1,0.12,1,1000,12.1,12.1,12.047999999999998,12.056000000000001,1550.0
2023-11-22,020002,1000,11980,11.98,11.98,11.98,11.98,-0.12,1,1000,11.98,11.98,12.054,12.05,1500.0
2023-11-27,020002,1000,11840,11.84,11.84,11.84,11.84,0.0,1,1000,11.84,11.84,11.992,12.037,1500.0
2023-12-05,020002,5000,56800,11.36,11.36,11.36,11.36,-0.14,1,5000,11.36,11.36,11.852,12.003499999999999,1700.0
2023-12-21,020002,1000,11120,11.12,11.12,11.12,11.12,0.0,1,1000,11.12,11.12,11.68,11.9535,1700.0
2023-12-25,020002,2000,21760,10.88,10.88,10.88,10.88,0.0,1,2000,10.88,10.88,11.435999999999998,11.8965,1650.0
2023-12-28,020002,1000,10910,10.91,10.91,10.91,10.91,0.0,1,1000,10.91,10.91,11.222,11.8295,1650.0
2023-12-29,020002,8000,89120,11.12,11.16,11.12,11.14,0.23,6,8000,11.16,11.12,11.081999999999999,11.769,1950.0
2024-01-03,020002,1000,11000,11.0,11.0,11.0,11.0,0.0,1,1000,11.0,11.0,11.01,11.709999999999999,1950.0
2024-01-05,020002,2000,21780,10.89,10.89,10.89,10.89,0.0,2,2000,10.89,10.89,10.964,11.6525,1950.0
2024-01-08,020002,2000,21340,10.67,10.67,10.67,10.67,-0.22,1,2000,10.67,10.67,10.922,11.5895,2000.0
2024-01-10,020002,1000,10620,10.62,10.62,10.62,10.62,0.0,1,1000,10.62,10.62,10.864,11.542,1900.0
2024-01-11,020002,1000,10730,10.73,10.73,10.73,10.73,0.11,1,1000,10.73,10.73,10.782,11.485,1850.0
2024-01-16,020002,1000,10640,10.64,10.64,10.64,10.64,0.0,1,1000,10.64,10.64,10.709999999999999,11.42,1850.0
2024-01-18,020002,1000,10350,10.35,10.35,10.35,10.35,0.0,1,1000,10.35,10.35,10.602,11.3285,1800.0
2024-01-22,020002,4000,40590,10.14,10.15,10.14,10.15,0.0,2,4000,10.15,10.14,10.498,11.226,1950.0
2024-01-23,020002,1000,10250,10.25,10.25,10.25,10.25,0.1,1,1000,10.25,10.25,10.424000000000001,11.141000000000002,1950.0
2024-01-25,020002,2000,21080,10.52,10.56,10.52,10.56,0.0,2,2000,10.56,10.52,10.389999999999999,11.0615,1950.0
2024-01-30,020002,2000,20440,10.22,10.22,10.22,10.22,0.0,2,2000,10.22,10.22,10.306000000000001,10.9695,1950.0
2024-01-31,020002,2000,20120,10.06,10.06,10.06,10.06,-0.16,1,2000,10.06,10.06,10.248000000000001,10.873500000000002,2000.0
2024-02-01,020002,8000,80200,9.98,10.07,9.98,10.07,0.01,4,8000,10.07,9.98,10.232000000000001,10.772,2350.0
2024-02-02,020002,3000,30350,10.25,10.25,10.05,10.05,-0.02,2,3000,10.25,10.05,10.192,10.6755,2450.0
2024-02-05,020002,1000,9900,9.9,9.9,9.9,9.9,-0.15,1,1000,9.9,9.9,10.06,10.5785,2450.0
2024-02-15,020002,3000,31790,10.6,10.6,10.59,10.6,0.7,3,3000,10.6,10.59,10.136,10.5405,2350.0
2024-02-16,020002,1000,10740,10.74,10.74,10.74,10.74,0.14,1,1000,10.74,10.74,10.272,10.5215,2350.0
2024-02-19,020002,1000,10800,10.8,10.8,10.8,10.8,0.06,1,1000,10.8,10.8,10.418000000000001,10.517500000000002,2300.0
2024-02-21,020002,4000,43540,10.76,11.06,10.76,11.06,0.0,3,4000,11.06,10.76,10.620000000000001,10.525,2450.0
2024-02-22,020002,1000,11010,11.01,11.01,11.01,11.01,-0.05,1,1000,11.01,11.01,10.842,10.5185,2100.0
2024-02-23,020002,1000,11060,11.06,11.06,11.06,11.06,0.05,1,1000,11.06,11.06,10.934000000000001,10.5215,2100.0
2024-02-27,020002,1000,11060,11.06,11.06,11.06,11.06,0.0,1,1000,11.06,11.06,10.998000000000001,10.530000000000001,2050.0
2024-03-05,020002,1000,10960,10.96,10.96,10.96,10.96,0.0,1,1000,10.96,10.96,11.030000000000001,10.544500000000001,2000.0
2024-03-06,020002,1000,11030,11.03,11.03,11.03,11.03,0.07,1,1000,11.03,11.03,11.024,10.565000000000001,2000.0
2024-03-08,020002,2000,21740,10.87,10.87,10.87,10.87,0.0,1,2000,10.87,10.87,10.996,10.572,2050.0
2024-03-11,020002,1000,10920,10.92,10.92,10.92,10.92,0.05,1,1000,10.92,10.92,10.968,10.586,2050.0
2024-03-12,020002,2000,22340,11.17,11.17,11.17,11.17,0.25,1,2000,11.17,11.17,10.99,10.626999999999999,2100.0
2024-03-13,020002,3000,33870,11.28,11.31,11.28,11.31,0.14,2,3000,11.31,11.28,11.059999999999999,10.684999999999999,2050.0
2024-03-15,020002,1000,11160,11.16,11.16,11.16,11.16,0.0,1,1000,11.16,11.16,11.086,10.7305,2050.0
2024-03-18,020002,1000,11180,11.18,11.18,11.18,11.18,0.02,1,1000,11.18,11.18,11.148,10.7615,2000.0
2024-03-19,020002,1000,11260,11.26,11.26,11.26,11.26,0.08,1,1000,11.26,11.26,11.216,10.8135,1950.0
2024-03-20,020002,2000,22420,11.18,11.24,11.18,11.24,-0.02,2,2000,11.24,11.18,11.23,10.872499999999999,1950.0
2024-03-22,020002,1000,11180,11.18,11.18,11.18,11.18,0.0,1,1000,11.18,11.18,11.203999999999999,10.928,1600.0
2024-03-25,020002,1000,11130,11.13,11.13,11.13,11.13,-0.05,1,1000,11.13,11.13,11.198,10.982000000000001,1500.0
2024-03-26,020002,1000,11050,11.05,11.05,11.05,11.05,-0.08,1,1000,11.05,11.05,11.172,11.0395,1500.0
2024-03-28,020002,1000,11070,11.07,11.07,11.07,11.07,0.0,1,1000,11.07,11.07,11.134,11.063,1400.0
2024-04-02,020002,3000,33870,11.29,11.29,11.29,11.29,0.14,1,3000,11.29,11.29,11.144,11.0905,1500.0
2024-04-18,020002,6000,66150,10.98,11.05,10.98,11.05,0.0,3,6000,11.05,10.98,11.118,11.103,1750.0
2024-04-22,020002,4000,44230,11.01,11.11,11.01,11.11,0.0,3,4000,11.11,11.01,11.114,11.1055,1750.0
2024-04-23,020002,2000,22240,11.12,11.12,11.12,11.12,0.01,1,2000,11.12,11.12,11.127999999999998,11.111,1800.0
