date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,volume,high,low,MA5,MA20,Volume_avg
2023-09-19,020016,10000,207500,20.75,20.75,20.75,20.75,0.0,1,10000,20.75,20.75,20.75,20.75,10000.0
2023-09-22,020016,1000,20070,20.07,20.07,20.07,20.07,0.0,1,1000,20.07,20.07,20.41,20.41,5500.0
2023-09-28,020016,10000,199400,19.94,19.94,19.94,19.94,0.0,1,10000,19.94,19.94,20.253333333333334,20.253333333333334,7000.0
2023-10-20,020016,2000,40600,20.3,20.3,20.3,20.3,0.0,1,2000,20.3,20.3,20.265,20.265,5750.0
2023-10-27,020016,1000,19650,19.65,19.65,19.65,19.65,0.0,1,1000,19.65,19.65,20.142000000000003,20.142000000000003,4800.0
2023-11-03,020016,1000,20590,20.59,20.59,20.59,20.59,0.0,1,1000,20.59,20.59,20.11,20.216666666666665,4166.666666666667
2023-11-06,020016,2000,41780,20.89,20.89,20.89,20.89,0.3,1,2000,20.89,20.89,20.273999999999997,20.312857142857144,3857.1428571428573
2023-11-07,020016,1000,20990,20.99,20.99,20.99,20.99,0.1,1,1000,20.99,20.99,20.483999999999998,20.3975,3500.0
2023-11-08,020016,1000,21280,21.28,21.28,21.28,21.28,0.29,1,1000,21.28,21.28,20.68,20.495555555555555,3222.222222222222
2023-11-09,020016,1000,21370,21.37,21.37,21.37,21.37,0.09,1,1000,21.37,21.37,21.023999999999997,20.583000000000002,3000.0
2023-11-16,020016,31000,686200,22.0,22.14,22.0,22.14,0.0,2,31000,22.14,22.0,21.334,20.724545454545453,5545.454545454545
2023-11-17,020016,1000,22320,22.32,22.32,22.32,22.32,0.18,1,1000,22.32,22.32,21.62,20.857499999999998,5166.666666666667
2023-11-22,020016,26000,582310,22.31,22.4,22.31,22.4,0.0,4,26000,22.4,22.31,21.902,20.976153846153846,6769.2307692307695
2023-11-23,020016,2000,44960,22.48,22.48,22.48,22.48,0.08,1,2000,22.48,22.48,22.142,21.083571428571428,6428.571428571428
2023-12-06,020016,3000,67650,22.55,22.55,22.55,22.55,0.0,1,3000,22.55,22.55,22.378,21.181333333333335,6200.0
2023-12-21,020016,5000,116150,23.23,23.23,23.23,23.23,0.0,1,5000,23.23,23.23,22.596,21.309375,6125.0
2024-01-05,020016,3000,67410,22.47,22.47,22.47,22.47,0.0,1,3000,22.47,22.47,22.625999999999998,21.37764705882353,5941.176470588235
2024-01-10,020016,1000,23140,23.14,23.14,23.14,23.14,0.0,1,1000,23.14,23.14,22.774,21.475555555555555,5666.666666666667
2024-01-16,020016,1000,23440,23.44,23.44,23.44,23.44,0.0,1,1000,23.44,23.44,22.966,21.57894736842105,5421.0526315789475
2024-01-17,020016,3000,70560,23.52,23.52,23.52,23.52,0.08,1,3000,23.52,23.52,23.160000000000004,21.676,5300.0
2024-01-24,020016,1000,24840,24.84,24.84,24.84,24.84,0.0,1,1000,24.84,24.84,23.482,21.8805,4850.0
2024-01-30,020016,1000,25000,25.0,25.0,25.0,25.0,0.0,1,1000,25.0,25.0,23.988,22.127000000000002,4850.0
2024-01-31,020016,5000,123000,24.6,24.6,24.6,24.6,-0.4,1,5000,24.6,24.6,24.28,22.36,4600.0
2024-02-19,020016,1000,25200,25.2,25.2,25.2,25.2,0.0,1,1000,25.2,25.2,24.631999999999998,22.605,4550.0
2024-02-22,020016,1000,24930,24.93,24.93,24.93,24.93,0.0,1,1000,24.93,24.93,24.913999999999998,22.869,4550.0
2024-02-29,020016,1000,25570,25.57,25.57,25.57,25.57,0.0,1,1000,25.57,25.57,25.060000000000002,23.118000000000002,4550.0
2024-03-01,020016,8000,206700,25.84,25.84,25.83,25.83,0.26,4,8000,25.84,25.83,25.226,23.365000000000002,4850.0
2024-03-06,020016,2000,51480,25.74,25.74,25.74,25.74,0.0,2,2000,25.74,25.74,25.454,23.6025,4900.0
2024-03-08,020016,4000,105480,26.35,26.39,26.35,26.39,0.0,4,4000,26.39,26.35,25.691999999999997,23.858,5050.0
2024-03-11,020016,7000,181350,25.92,25.92,25.86,25.86,-0.53,7,7000,25.92,25.86,25.877999999999997,24.082500000000003,5350.0
2024-03-18,020016,6000,154800,25.8,25.8,25.8,25.8,0.0,3,6000,25.8,25.8,25.924,24.265499999999996,4100.0
2024-04-30,020016,1000,25300,25.3,25.3,25.3,25.3,0.0,1,1000,25.3,25.3,25.818,24.414499999999997,4100.0
2024-05-16,020016,1000,26450,26.45,26.45,26.45,26.45,0.0,1,1000,26.45,26.45,25.96,24.617,2850.0
2024-05-30,020016,5000,137700,27.54,27.54,27.54,27.54,0.0,1,5000,27.54,27.54,26.189999999999998,24.869999999999997,3000.0
2024-05-31,020016,1000,27540,27.54,27.54,27.54,27.54,0.0,1,1000,27.54,27.54,26.526,25.1195,2900.0
2024-06-28,020016,1000,29640,29.64,29.64,29.64,29.64,0.0,1,1000,29.64,29.64,27.294,25.44,2700.0
2024-07-09,020016,1000,30400,30.4,30.4,30.4,30.4,0.0,1,1000,30.4,30.4,28.314,25.8365,2600.0
2024-07-12,020016,5000,151650,30.33,30.33,30.33,30.33,0.0,1,5000,30.33,30.33,29.089999999999996,26.195999999999998,2800.0
2024-07-18,020016,1000,29950,29.95,29.95,29.95,29.95,0.0,1,1000,29.95,29.95,29.572000000000003,26.521499999999996,2800.0
2024-07-30,020016,1000,28270,28.27,28.27,28.27,28.27,0.0,1,1000,28.27,28.27,29.718,26.759000000000004,2700.0
2024-07-31,020016,2000,55880,27.94,27.94,27.94,27.94,-0.33,1,2000,27.94,27.94,29.377999999999997,26.913999999999998,2750.0
2024-08-06,020016,1000,26660,26.66,26.66,26.66,26.66,0.0,1,1000,26.66,26.66,28.629999999999995,26.996999999999996,2750.0
2024-08-20,020016,2000,59340,29.67,29.67,29.67,29.67,0.0,1,2000,29.67,29.67,28.498,27.2505,2600.0
2024-09-05,020016,1000,27670,27.67,27.67,27.67,27.67,0.0,1,1000,27.67,27.67,28.042,27.374000000000002,2600.0
2024-09-19,020016,1000,29000,29.0,29.0,29.0,29.0,0.0,1,1000,29.0,29.0,28.188,27.577499999999997,2600.0
2024-09-30,020016,1000,29930,29.93,29.93,29.93,29.93,0.0,1,1000,29.93,29.93,28.586000000000002,27.795500000000004,2600.0
2024-10-04,020016,10000,293700,29.37,29.37,29.37,29.37,0.0,1,10000,29.37,29.37,29.128000000000004,27.972500000000004,2700.0
2024-10-21,020016,5000,153550,30.71,30.71,30.71,30.71,0.0,1,5000,30.71,30.71,29.336000000000002,28.220999999999997,2850.0
2024-11-01,020016,2000,59420,29.73,29.73,29.69,29.69,0.0,2,2000,29.73,29.69,29.74,28.386000000000003,2750.0
2024-11-28,020016,1000,30970,30.97,30.97,30.97,30.97,0.0,1,1000,30.97,30.97,30.134000000000004,28.641499999999997,2450.0
2024-11-29,020016,1000,31000,31.0,31.0,31.0,31.0,0.03,1,1000,31.0,31.0,30.348000000000003,28.9015,2200.0
2024-12-05,020016,1000,32400,32.4,32.4,32.4,32.4,0.0,1,1000,32.4,32.4,30.954,29.2565,2200.0
2024-12-20,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,24.812,27.934000000000005,2150.0
2024-12-23,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,18.874000000000002,26.557,1900.0
2024-12-24,020016,5000,161400,32.28,32.28,32.28,32.28,0.0,1,5000,32.28,32.28,19.136000000000003,26.794,2100.0
2024-12-25,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,12.936000000000002,25.312,2050.0
2024-12-26,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,6.456,23.792,2000.0
2024-12-27,020016,1000,32610,32.61,32.61,32.61,32.61,0.0,1,1000,32.61,32.61,12.978,23.906,1800.0
2024-12-30,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,12.978,22.4085,1750.0
2024-12-31,020016,1000,32150,32.15,32.15,32.15,32.15,0.0,1,1000,32.15,32.15,12.951999999999998,22.6025,1750.0
2025-01-02,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,12.951999999999998,21.2055,1650.0
2025-01-03,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,12.951999999999998,19.8725,1600.0
2025-01-06,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,6.43,18.389,1500.0
2025-01-07,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,6.43,17.0055,1450.0
2025-01-08,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,15.5555,1400.0
2025-01-09,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,14.059000000000001,1350.0
2025-01-10,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,12.5905,850.0
2025-01-13,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,11.055,600.0
2025-01-14,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9.5705,500.0
2025-01-15,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,8.022,450.0
2025-01-16,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,6.4719999999999995,400.0
2025-01-17,020016,5000,155450,31.09,31.09,31.09,31.09,0.0,1,5000,31.09,31.09,6.218,6.406499999999999,600.0
2025-01-20,020016,5000,157600,31.52,31.52,31.52,31.52,0.43,1,5000,31.52,31.52,12.522,7.982499999999999,850.0
2025-01-21,020016,5000,157850,31.57,31.57,31.57,31.57,0.05,1,5000,31.57,31.57,18.836000000000002,9.561,1100.0
2025-01-22,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,18.836000000000002,7.947,850.0
2025-02-03,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,18.836000000000002,7.947,850.0
2025-02-04,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,12.617999999999999,7.947,850.0
2025-02-05,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,6.314,6.3165000000000004,800.0
2025-02-06,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,6.3165000000000004,800.0
2025-02-07,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4.7090000000000005,750.0
2025-02-10,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4.7090000000000005,750.0
2025-02-11,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4.7090000000000005,750.0
2025-02-12,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4.7090000000000005,750.0
2025-02-13,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4.7090000000000005,750.0
2025-02-14,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4.7090000000000005,750.0
2025-02-17,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4.7090000000000005,750.0
2025-02-18,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4.7090000000000005,750.0
2025-02-19,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4.7090000000000005,750.0
2025-02-20,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4.7090000000000005,750.0
2025-02-21,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4.7090000000000005,750.0
2025-02-24,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4.7090000000000005,750.0
2025-02-25,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.1544999999999996,500.0
2025-02-26,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.5785,250.0
2025-02-27,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-03-03,020016,4000,120400,30.1,30.1,30.1,30.1,0.0,1,4000,30.1,30.1,6.0200000000000005,1.5050000000000001,200.0
2025-03-04,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,6.0200000000000005,1.5050000000000001,200.0
2025-03-05,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,6.0200000000000005,1.5050000000000001,200.0
2025-03-06,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,6.0200000000000005,1.5050000000000001,200.0
2025-03-07,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,6.0200000000000005,1.5050000000000001,200.0
2025-03-10,020016,4000,115500,28.87,28.88,28.87,28.88,0.0,2,4000,28.88,28.87,5.776,2.9490000000000003,400.0
2025-03-11,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,5.776,2.9490000000000003,400.0
2025-03-12,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,5.776,2.9490000000000003,400.0
2025-03-13,020016,1000,27870,27.87,27.87,27.87,27.87,0.0,1,1000,27.87,27.87,11.35,4.342499999999999,450.0
2025-03-14,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,11.35,4.342499999999999,450.0
2025-03-17,020016,3000,84750,28.25,28.25,28.25,28.25,0.0,1,3000,28.25,28.25,11.224,5.755,600.0
2025-03-18,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,11.224,5.755,600.0
2025-03-19,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,11.224,5.755,600.0
2025-03-20,020016,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,5.65,5.755,600.0
