date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,volume,high,low,MA5,MA20,Volume_avg
2023-09-19,6581,12200,1087479,89.2,89.5,89.0,89.4,0.2,16,12200,89.5,89.0,89.4,89.4,12200.0
2023-09-20,6581,34533,3100152,89.5,90.0,89.5,89.5,0.1,35,34533,90.0,89.5,89.45,89.45,23366.5
2023-09-21,6581,7944,707633,89.1,89.3,88.7,89.3,-0.2,22,7944,89.3,88.7,89.39999999999999,89.39999999999999,18225.666666666668
2023-09-22,6581,8410,747150,88.9,89.0,88.7,89.0,-0.3,18,8410,89.0,88.7,89.3,89.3,15771.75
2023-09-25,6581,13320,1183816,89.0,89.0,88.7,88.8,-0.2,19,13320,89.0,88.7,89.2,89.2,15281.4
2023-09-26,6581,11250,997799,88.7,88.7,88.6,88.7,-0.1,16,11250,88.7,88.6,89.06,89.11666666666667,14609.5
2023-09-27,6581,15000,1329700,88.7,88.7,88.5,88.5,-0.2,6,15000,88.7,88.5,88.85999999999999,89.02857142857144,14665.285714285714
2023-09-28,6581,21610,1912848,88.5,88.7,88.3,88.5,0.0,36,21610,88.7,88.3,88.7,88.9625,15533.375
2023-10-02,6581,19269,1717589,88.7,89.5,88.7,89.5,1.0,22,19269,89.5,88.7,88.8,89.02222222222223,15948.444444444445
2023-10-03,6581,2235,198845,89.0,89.0,88.9,88.9,-0.6,13,2235,89.0,88.9,88.82000000000001,89.01,14577.1
2023-10-04,6581,35231,3116544,88.7,89.0,88.1,89.0,0.1,85,35231,89.0,88.1,88.88000000000001,89.00909090909092,16454.727272727272
2023-10-05,6581,30062,2659084,88.5,89.5,88.2,88.5,-0.5,54,30062,89.5,88.2,88.88000000000001,88.96666666666665,17588.666666666668
2023-10-06,6581,16302,1443299,88.5,88.6,88.5,88.6,0.1,88,16302,88.6,88.5,88.9,88.93846153846154,17489.69230769231
2023-10-11,6581,14317,1266573,88.5,88.6,88.4,88.4,-0.2,21,14317,88.6,88.4,88.68,88.89999999999999,17263.071428571428
2023-10-12,6581,12270,1086076,88.5,88.6,88.4,88.6,0.2,13,12270,88.6,88.4,88.61999999999999,88.88000000000001,16930.2
2023-10-13,6581,13105,1160302,88.5,88.6,88.4,88.4,-0.2,11,13105,88.6,88.4,88.5,88.85,16691.125
2023-10-16,6581,30641,2699005,88.4,88.4,88.0,88.0,-0.4,35,30641,88.4,88.0,88.4,88.8,17511.70588235294
2023-10-17,6581,16515,1450720,88.0,88.0,87.6,87.8,-0.2,20,16515,88.0,87.6,88.24000000000001,88.74444444444445,17456.333333333332
2023-10-18,6581,12000,1051200,87.7,87.7,87.5,87.6,-0.2,5,12000,87.7,87.5,88.08,88.6842105263158,17169.157894736843
2023-10-19,6581,33064,2874967,87.4,87.4,86.5,87.2,-0.4,51,33064,87.4,86.5,87.8,88.61,17963.9
2023-10-20,6581,2396,209056,87.2,87.4,87.2,87.4,0.2,5,2396,87.4,87.2,87.6,88.50999999999999,17473.7
2023-10-23,6581,9102,790372,87.0,87.1,86.7,86.9,-0.5,28,9102,87.1,86.7,87.38,88.38,16202.15
2023-10-24,6581,14420,1257974,86.6,88.0,86.6,87.1,0.2,25,14420,88.0,86.6,87.24000000000001,88.27,16525.95
2023-10-25,6581,6728,587137,87.4,87.4,87.1,87.3,0.2,37,6728,87.4,87.1,87.17999999999999,88.185,16441.85
2023-10-26,6581,10851,942637,87.1,87.1,86.5,86.8,-0.5,14,10851,87.1,86.5,87.1,88.08500000000001,16318.4
2023-10-27,6581,14009,1218483,86.8,87.9,86.6,87.0,0.2,14,14009,87.9,86.6,87.02,88.0,16456.35
2023-10-30,6581,14000,1212300,86.7,87.0,86.3,87.0,0.0,12,14000,87.0,86.3,87.03999999999999,87.925,16406.35
