date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,volume,high,low,MA5,MA20,Volume_avg
2023-09-19,3130,3680,745803,202.5,202.5,202.5,202.5,0.0,42,3680,202.5,202.5,202.5,202.5,3680.0
2023-09-20,3130,5882,1192363,202.5,202.5,202.5,202.5,0.0,89,5882,202.5,202.5,202.5,202.5,4781.0
2023-09-21,3130,2738,554025,202.0,202.0,202.0,202.0,-0.5,54,2738,202.0,202.0,202.33333333333334,202.33333333333334,4100.0
2023-09-22,3130,8670,1750768,201.5,201.5,201.5,201.5,-0.5,156,8670,201.5,201.5,202.125,202.125,5242.5
2023-09-25,3130,12706,2565830,202.0,202.0,201.5,201.5,0.0,202,12706,202.0,201.5,202.0,202.0,6735.2
2023-09-26,3130,6747,1360896,201.5,202.0,201.5,202.0,0.5,105,6747,202.0,201.5,201.9,202.0,6737.166666666667
2023-09-27,3130,8287,1674355,202.0,202.0,202.0,202.0,0.0,71,8287,202.0,202.0,201.8,202.0,6958.571428571428
2023-09-28,3130,7312,1474706,201.5,202.0,201.0,202.0,0.0,71,7312,202.0,201.0,201.8,202.0,7002.75
2023-10-02,3130,5179,1047313,202.0,202.0,202.0,202.0,0.0,154,5179,202.0,202.0,201.9,202.0,6800.111111111111
2023-10-03,3130,2578,521167,0.0,0.0,0.0,0.0,0.0,117,2578,0.0,0.0,161.6,181.8,6377.9
2023-10-04,3130,2711,547258,201.5,202.0,201.5,202.0,0.0,53,2711,202.0,201.5,161.6,183.63636363636363,6044.545454545455
2023-10-05,3130,6459,1305724,202.0,202.0,202.0,202.0,0.0,131,6459,202.0,202.0,161.6,185.16666666666666,6079.083333333333
2023-10-06,3130,9902,1999098,202.0,202.0,201.5,201.5,-0.5,183,9902,202.0,201.5,161.5,186.42307692307693,6373.153846153846
2023-10-11,3130,11608,2340088,201.5,201.5,201.5,201.5,0.0,143,11608,201.5,201.5,161.4,187.5,6747.071428571428
2023-10-12,3130,20876,4203877,201.5,201.5,201.0,201.5,0.0,381,20876,201.5,201.0,201.7,188.43333333333334,7689.0
