date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,volume,high,low,MA5,MA20,Volume_avg
2023-09-19,6534,41256,3182966,77.37,79.0,76.2,77.3,-0.22,30,41256,79.0,76.2,77.3,77.3,41256.0
2023-09-20,6534,43549,3371451,77.15,78.1,77.0,78.0,0.27,33,43549,78.1,77.0,77.65,77.65,42402.5
2023-09-21,6534,14620,1102736,77.42,78.3,74.5,75.0,-1.99,13,14620,78.3,74.5,76.76666666666667,76.76666666666667,33141.666666666664
2023-09-22,6534,7791,589292,75.43,77.3,74.7,76.7,0.21,24,7791,77.3,74.7,76.75,76.75,26804.0
2023-09-25,6534,34158,2636073,75.64,78.3,76.6,78.0,1.53,29,34158,78.3,76.6,77.0,77.0,28274.8
2023-09-26,6534,24670,1879171,77.17,78.0,75.0,77.2,-1.0,24,24670,78.0,75.0,76.97999999999999,77.03333333333333,27674.0
2023-09-27,6534,35516,2713446,76.17,77.3,75.9,77.3,0.23,30,35516,77.3,75.9,76.84,77.07142857142857,28794.285714285714
2023-09-28,6534,28727,2222802,76.4,78.3,76.7,78.0,0.98,37,28727,78.3,76.7,77.44,77.1875,28785.875
2023-10-02,6534,24605,1908610,77.38,78.2,76.5,78.0,0.19,24,24605,78.2,76.5,77.7,77.27777777777777,28321.333333333332
2023-10-03,6534,223206,17677735,77.57,82.0,77.6,80.1,1.63,183,223206,82.0,77.6,78.12,77.56,47809.8
2023-10-04,6534,614443,52559568,79.2,90.1,80.0,86.4,6.34,469,614443,90.1,80.0,79.96000000000001,78.36363636363636,99321.90909090909
2023-10-05,6534,144662,12210362,85.54,87.3,82.2,83.7,-1.13,170,144662,87.3,82.2,81.24,78.80833333333334,103100.25
2023-10-06,6534,116912,9771167,84.41,87.7,82.6,85.2,-0.83,98,116912,87.7,82.6,82.67999999999999,79.30000000000001,104162.69230769231
2023-10-11,6534,88819,7506361,83.58,85.4,82.5,84.8,0.93,113,88819,85.4,82.5,84.03999999999999,79.69285714285715,103066.71428571429
2023-10-12,6534,54166,4528682,84.51,85.1,83.1,83.7,-0.9,56,54166,85.1,83.1,84.76000000000002,79.96000000000001,99806.66666666667
2023-10-13,6534,88733,7395926,83.61,84.0,82.6,83.3,-0.26,71,88733,84.0,82.6,84.14,80.16875,99114.5625
2023-10-16,6534,17766,1476868,83.35,83.8,82.1,83.8,-0.22,27,17766,83.8,82.1,84.16,80.38235294117646,94329.35294117648
2023-10-17,6534,18256,1534407,83.13,84.9,83.6,84.5,0.92,21,18256,84.9,83.6,84.02000000000001,80.61111111111111,90103.05555555556
2023-10-18,6534,67391,5718976,84.05,87.3,84.2,85.1,0.81,69,67391,87.3,84.2,84.08,80.84736842105262,88907.68421052632
2023-10-19,6534,46026,3873127,84.86,85.1,83.7,84.4,-0.71,44,46026,85.1,83.7,84.22,81.025,86763.6
2023-10-20,6534,29848,2503242,84.15,85.3,83.2,83.9,-0.28,44,29848,85.3,83.2,84.34,81.355,86193.2
2023-10-23,6534,29263,2438799,83.87,83.8,82.7,83.3,-0.53,34,29263,83.8,82.7,84.24,81.62,85478.9
2023-10-24,6534,95998,7890215,83.34,83.2,81.5,81.8,-1.15,69,95998,83.2,81.5,83.7,81.96000000000001,89547.8
2023-10-25,6534,74471,6085475,82.19,86.2,81.0,82.3,-0.47,48,74471,86.2,81.0,83.14,82.24,92881.8
2023-10-26,6534,96946,7961313,81.72,84.6,81.5,82.2,0.4,60,96946,84.6,81.5,82.7,82.45,96021.2
2023-10-27,6534,69891,5662951,82.12,85.0,80.5,80.8,-1.09,48,69891,85.0,80.5,82.08000000000001,82.63,98282.25
2023-10-30,6534,60911,4932692,81.03,82.1,80.3,80.8,-0.05,45,60911,82.1,80.3,81.58,82.80499999999999,99552.0
2023-10-31,6534,154302,12340601,80.98,81.4,78.7,79.5,-1.0,134,154302,81.4,78.7,81.12,82.88,105830.75
2023-11-01,6534,48300,3845069,79.98,80.1,78.7,80.0,-0.37,27,48300,80.1,78.7,80.66,82.97999999999999,107015.5
2023-11-02,6534,64139,5228114,79.61,82.5,79.8,82.5,1.9,59,64139,82.5,79.8,80.72,83.1,99062.15
2023-11-03,6534,59009,4808424,81.51,82.8,80.9,82.0,-0.02,37,59009,82.8,80.9,80.96,82.88,71290.45
