date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,volume,high,low,MA5,MA20,Volume_avg
2023-09-19,1598,271033,9751673,36.15,36.5,35.55,35.75,-0.4,356,271033,36.5,35.55,35.75,35.75,271033.0
2023-09-20,1598,218467,7739179,35.8,35.8,34.9,35.5,-0.25,191,218467,35.8,34.9,35.625,35.625,244750.0
2023-09-21,1598,226016,7904716,35.4,35.5,34.5,34.5,-1.0,249,226016,35.5,34.5,35.25,35.25,238505.33333333334
2023-09-22,1598,211372,7208393,34.15,34.75,33.7,33.7,-0.8,253,211372,34.75,33.7,34.8625,34.8625,231722.0
2023-09-25,1598,149535,5157172,34.05,34.75,34.05,34.6,0.9,124,149535,34.75,34.05,34.81,34.81,215284.6
2023-09-26,1598,131943,4513510,34.8,34.8,34.05,34.2,-0.4,127,131943,34.8,34.05,34.5,34.708333333333336,201394.33333333334
2023-09-27,1598,92346,3139581,34.05,34.2,33.8,34.2,0.0,93,92346,34.2,33.8,34.24,34.635714285714286,185816.0
2023-09-28,1598,157366,5366202,34.15,34.6,33.8,34.4,0.2,108,157366,34.6,33.8,34.220000000000006,34.60625,182259.75
2023-10-02,1598,86652,2980851,34.4,34.5,34.2,34.5,0.1,95,86652,34.5,34.2,34.38000000000001,34.59444444444445,171636.66666666666
2023-10-03,1598,155282,5289675,34.55,34.6,33.85,33.85,-0.65,280,155282,34.6,33.85,34.230000000000004,34.519999999999996,170001.2
2023-10-04,1598,217071,7240063,33.8,33.9,32.85,33.9,0.05,189,217071,33.9,32.85,34.17,34.46363636363637,174280.27272727274
2023-10-05,1598,411704,14363234,34.1,35.3,33.9,34.9,1.0,309,411704,35.3,33.9,34.309999999999995,34.5,194065.58333333334
2023-10-06,1598,152760,5273700,35.05,35.05,34.15,34.7,-0.2,201,152760,35.05,34.15,34.37,34.51538461538461,190888.23076923078
2023-10-11,1598,185162,6307309,34.9,34.9,33.6,33.9,-0.8,246,185162,34.9,33.6,34.25,34.471428571428575,190479.2142857143
2023-10-12,1598,101479,3445915,33.95,34.05,33.8,34.05,0.15,127,101479,34.05,33.8,34.29,34.443333333333335,184545.86666666667
2023-10-13,1598,95313,3213212,34.05,34.1,33.6,33.6,-0.45,194,95313,34.1,33.6,34.230000000000004,34.390625,178968.8125
2023-10-16,1598,185441,6102326,33.45,33.45,32.6,32.7,-0.9,515,185441,33.45,32.6,33.790000000000006,34.29117647058824,179349.5294117647
2023-10-17,1598,202120,6543077,32.75,32.9,32.0,32.0,-0.7,360,202120,32.9,32.0,33.25,34.16388888888889,180614.55555555556
2023-10-18,1598,153368,4894352,32.0,32.1,31.7,31.7,-0.3,210,153368,32.1,31.7,32.81,34.03421052631579,179180.52631578947
2023-10-19,1598,115049,3663496,31.75,32.05,31.15,31.95,0.25,163,115049,32.05,31.15,32.39,33.93,175973.95
2023-10-20,1598,147493,4719183,31.95,32.35,31.55,32.35,0.4,117,147493,32.35,31.55,32.14,33.760000000000005,169796.95
2023-10-23,1598,125209,4028501,32.0,32.45,32.0,32.15,-0.2,135,125209,32.45,32.0,32.029999999999994,33.5925,165134.05
2023-10-24,1598,74783,2399030,32.4,32.4,31.9,32.15,0.0,108,74783,32.4,31.9,32.059999999999995,33.475,157572.4
2023-10-25,1598,1078260,37877322,32.15,32.5,32.1,32.2,0.05,66,1078260,32.5,32.1,32.160000000000004,33.4,200916.8
2023-10-26,1598,75393,2414518,32.2,32.2,31.9,31.9,-0.3,76,75393,32.2,31.9,32.15,33.265,197209.7
2023-10-27,1598,97265,3118126,31.9,32.3,31.5,32.0,0.1,76,97265,32.3,31.5,32.08,33.155,195475.8
2023-10-30,1598,55288,1769823,32.05,32.2,31.95,31.95,-0.05,61,55288,32.2,31.95,32.040000000000006,33.0425,193622.9
2023-10-31,1598,105678,3354013,32.0,32.1,31.5,31.6,-0.35,123,105678,32.1,31.5,31.93,32.902499999999996,191038.5
2023-11-01,1598,86746,2747543,31.85,31.95,31.55,31.6,0.0,105,86746,31.95,31.55,31.809999999999995,32.7575,191043.2
2023-11-02,1598,522203,16994128,31.9,33.4,31.85,32.5,0.9,364,522203,33.4,31.85,31.93,32.69,209389.25
2023-11-03,1598,317803,10380474,32.85,33.1,32.15,32.3,-0.2,208,317803,33.1,32.15,31.99,32.61,214425.85
2023-11-06,1598,122019,3943892,32.3,32.55,32.05,32.35,0.05,95,122019,32.55,32.05,32.07,32.4825,199941.6
