stock_id,stock_name
3645,達邁
3622,洋華
3356,奇偶
3356,奇偶
3376,新日興
3376,新日興
3380,明泰
3380,明泰
3406,玉晶光
3406,玉晶光
3413,京鼎
3413,京鼎
3416,融程電
3346,麗清
3338,泰碩
3296,勝德
3296,勝德
3305,昇貿
3305,昇貿
3308,聯德
3308,聯德
3311,閎暉
3416,融程電
3311,閎暉
2451,創見
3321,同泰
3321,同泰
3338,泰碩
3312,弘憶股
3419,譁裕
3494,誠研
3494,誠研
3501,維熹
3501,維熹
3504,揚明光
3504,揚明光
3515,華擎
3515,華擎
3518,柏騰
3518,柏騰
3481,群創
3432,台端
3432,台端
3437,榮創
3437,榮創
3443,創意
3443,創意
3419,譁裕
3447,展達
3450,聯鈞
3450,聯鈞
3454,晶睿
3454,晶睿
3481,群創
3447,展達
4536,拓凱
4540,全球傳動
4545,銘鈺
4545,銘鈺
4551,智伸科
4552,力達-KY
4555,氣立
4557,永新-KY
4532,瑞智
4426,利勤
4438,廣越
4439,冠星-KY
4560,強信-KY
4440,宜新實業
4526,東台
4441,振大環球
4414,如興
4720,德淵
4720,德淵
4722,國精化
4722,國精化
4736,泰博
4736,泰博
4737,華廣
4737,華廣
4739,康普
4739,康普
4564,元翎
4566,時碩工業
4569,六方科-KY
4571,鈞興-KY
4572,駐龍
4576,大銀微系統
4562,穎漢
4581,光隆精密-KY
4583,台灣精銳
4588,玖鼎電力
4588,玖鼎電力
4104,佳醫
4104,佳醫
4106,雃博
4106,雃博
4108,懷特
4108,懷特
4119,旭富
4119,旭富
3717,聯嘉投控
3716,中化控股
3716,中化控股
3715,定穎投控
3694,海華
3694,海華
3701,大眾控
3701,大眾控
3702,大聯大
3702,大聯大
3703,欣陸
3704,合勤控
3704,合勤控
3705,永信
3705,永信
3706,神達
3708,上緯投控
3711,日月光投控
3712,永崴投控
3712,永崴投控
3714,富采
3714,富采
3715,定穎投控
3706,神達
4190,佐登-KY
4190,佐登-KY
4306,炎洲
4133,亞諾法
4133,亞諾法
4137,麗豐-KY
4137,麗豐-KY
4142,國光生
4142,國光生
4148,全宇生技-KY
4148,全宇生技-KY
4155,訊映
4155,訊映
4164,承業醫
4164,承業醫
3312,弘憶股
2727,王品
2731,雄獅
2739,寒舍
2748,雲品
2753,八方雲集
2723,美食-KY
2722,夏都
2614,東森
2615,萬海
2616,山隆
2617,台航
2618,長榮航
2630,亞航
2633,台灣高鐵
2634,漢翔
2636,台驊控股
2637,慧洋-KY
2645,長榮航太
2646,星宇航空
2701,萬企
2702,華園
2704,國賓
2705,六福
2706,第一店
2707,晶華
2712,遠雄來
2642,宅配通
2613,中櫃
2801,彰銀
2885,元大金
2886,兆豐金
2887,台新新光金
2890,永豐金
2891,中信金
2892,第一金
2897,王道銀行
2901,欣欣
2903,遠百
2904,匯僑
2905,三商
2906,高林
2908,特力
2884,玉山金
2883,凱基金
2809,京城銀
2812,台中銀
2816,旺旺保
2820,華票
2832,台產
2834,臺企銀
2836,高雄銀
2838,聯邦銀
2845,遠東銀
2762,世界健身-KY
2849,安泰銀
2851,中再保
2852,第一保
2855,統一證
2867,三商壽
2880,華南金
2881,富邦金
2882,國泰金
2850,新產
2910,統領
2612,中航
2610,華航
2471,資通
2471,資通
2472,立隆電
2472,立隆電
2474,可成
2474,可成
2476,鉅祥
2476,鉅祥
2477,美隆電
2477,美隆電
2478,大毅
2478,大毅
2480,敦陽科
2480,敦陽科
2481,強茂
2481,強茂
2482,連宇
2482,連宇
2483,百容
2483,百容
2484,希華
2484,希華
2485,兆赫
2468,華經
2468,華經
2467,志聖
2467,志聖
2453,凌群
2453,凌群
2454,聯發科
2454,聯發科
2455,全新
2455,全新
2457,飛宏
2457,飛宏
2458,義隆
2458,義隆
2459,敦吉
2485,兆赫
2459,敦吉
2460,建通
2461,光群雷
2461,光群雷
2462,良得電
2462,良得電
2464,盟立
2464,盟立
2465,麗臺
2465,麗臺
2466,冠西電
2466,冠西電
2460,建通
2611,志信
2486,一詮
2488,漢平
2530,華建
2534,宏盛
2535,達欣工
2536,宏普
2537,聯上發
2538,基泰
2539,櫻花建
2540,愛山林
2542,興富發
2543,皇昌
2545,皇翔
2546,根基
2547,日勝生
2548,華固
2597,潤弘
2601,益航
2603,長榮
2605,新興
2606,裕民
2607,榮運
2608,嘉里大榮
2609,陽明
2528,皇普
2527,宏璟
2524,京城
2520,冠德
2488,漢平
2489,瑞軒
2489,瑞軒
2491,吉祥全
2491,吉祥全
2492,華新科
2492,華新科
2493,揚博
2493,揚博
2495,普安
2495,普安
2486,一詮
2496,卓越
2498,宏達電
2498,宏達電
2501,國建
2504,國產
2505,國揚
2506,太設
2509,全坤建
2511,太子
2514,龍邦
2515,中工
2516,新建
2497,怡利電
2911,麗嬰房
2889,國票金
2913,農林
3094,聯傑
3130,一零四
3135,凌航
3135,凌航
3138,耀登
3138,耀登
3149,正達
3149,正達
3150,鈺寶-創
3150,鈺寶-創
3150,鈺寶-創
3094,聯傑
3092,鴻碩
3092,鴻碩
3056,富華新
3057,喬鼎
3057,喬鼎
3058,立德
3058,立德
3059,華晶科
3059,華晶科
3060,銘異
3060,銘異
3062,建漢
3062,建漢
2912,統一超
3090,日電貿
3090,日電貿
3229,晟鈦
3229,晟鈦
3231,緯創
3231,緯創
3257,虹冠電
3257,虹冠電
3266,昇陽
3055,蔚華科
3164,景岳
3164,景岳
3167,大量
3168,眾福科
3168,眾福科
3189,景碩
3209,全科
3209,全科
3189,景碩
3055,蔚華科
3052,夆典
3010,華立
3011,今皓
3011,今皓
3013,晟銘電
3013,晟銘電
3014,聯陽
3014,聯陽
3015,全漢
3015,全漢
3054,立萬利
3016,嘉晶
3017,奇鋐
3017,奇鋐
3018,隆銘綠能
3018,隆銘綠能
3019,亞光
3019,亞光
3021,鴻名
3021,鴻名
3022,威強電
3022,威強電
3023,信邦
3023,信邦
3010,華立
3008,大立光
3008,大立光
3006,晶豪科
2915,潤泰全
2923,鼎固-KY
2929,淘帝-KY
2939,永邑-KY
3024,憶聲
3002,歐格
3002,歐格
3003,健和興
3003,健和興
3004,豐達科
3005,神基
3005,神基
3006,晶豪科
2945,三商家購
3024,憶聲
3016,嘉晶
3025,星通
3040,遠見
3041,揚智
3041,揚智
3042,晶技
3042,晶技
3043,科風
3043,科風
3044,健鼎
3044,健鼎
3045,台灣大
3045,台灣大
3046,建碁
3025,星通
3047,訊舟
3047,訊舟
3048,益登
3048,益登
3049,精金
3049,精金
3050,鈺德
3050,鈺德
3051,力特
3051,力特
3038,全台
3038,全台
3046,建碁
3037,欣興
3037,欣興
3026,禾伸堂
3026,禾伸堂
3027,盛達
3027,盛達
3028,增你強
3029,零壹
3029,零壹
3030,德律
3030,德律
3031,佰鴻
3031,佰鴻
3028,增你強
3032,偉訓
3032,偉訓
3036,文曄
3036,文曄
3035,智原
3035,智原
3034,聯詠
3034,聯詠
3033,威健
3033,威健
